year,title,authors,journal,species,gene_pathways,phenotypes,genes_found,abstract,doi,pmid,mesh,pmcid,dataset
2025,R-loops shape chromatin architecture to promote balanced lineage allocation during differentiation.,"Chao Chun-Hao, Fazzio Thomas G",bioRxiv : the preprint server for biology,mouse,,Germ layer specification,,"R-loops-RNA:DNA hybrids that often form co-transcriptionally-are emerging as key regulators of genome function, yet their roles in shaping chromatin architecture and developmental potential remain incompletely defined. Here, we use inducible <i>Rnaseh1</i> expression in mouse embryonic stem cells (mESCs) to achieve acute, global R-loop depletion and systematically interrogate their impact on chromatin structure and lineage specification. We find that R-loop loss has minimal effect on steady-state gene expression or self-renewal. Instead, it leads to a striking reduction in H2A.Z occupancy at both active and bivalent promoters, accompanied by increased nucleosome density-revealing a previously unrecognized role for R-loops in maintaining promoter architecture. During gastruloid differentiation, R-loop-depleted mESCs exhibit a pronounced bias toward ectodermal fates, along with dysregulation of lineage-specific transcription factors and impaired cell-cell signaling. Consistent with these alterations, R-loop-depleted cells show widespread perturbations in gene regulatory networks across several early cell types. These findings uncover a critical role for R-loops in shaping the H2A.Z chromatin landscape and preserving balanced lineage trajectories during early development, offering new insights into the epigenomic regulation of stem cell fate.",10.1101/2025.06.23.661125,40667243,,12262388.0,gastruloid
2025,In preprints: exploring developmental robustness and timing with gastruloids.,"Maroudas-Sacks Yonit, Trani Bustos Marc, Veenvliet Jesse V","Development (Cambridge, England)",unspecified,,Experimental variability / robustness,,,10.1242/dev.204870,40371902,,,gastruloid
2025,"The people behind the papers - Tina Balayo, André Dias and David Turner.",,"Development (Cambridge, England)",mouse,,Primitive streak / mesoderm induction,,"Gastruloids are embryonic stem cell-derived in vitro models that mimic the axial patterning of the gastrulating embryo. The N2B27 basal medium in which mouse gastruloids are cultured can either be home-made (HM-N2B27), with materials of known origin, or commercially sourced (NDiff227), where the exact formulation is unknown. In their recent publication, Balayo et al. have investigated whether these formulations result in significant differences in gastruloid development. To find out more about their work, we spoke to first author Tina Balayo, and to co-corresponding authors André Dias and David Turner. In the Barcelona team, Tina and André are members of the Martínez Arias lab at the Universitat Pompeu Fabra (Barcelona, Spain), where Tina works as a research technician and lab manager, and André is an EMBO postdoctoral fellow. Heading the Liverpool team, David is a lecturer and group leader of the Development and Stem Cell Lab at the University of Liverpool, UK.",10.1242/dev.205319,41277515,Animals; Humans; Mice; Embryonic Stem Cells,,gastruloid
2025,Dissecting infant leukemia developmental origins with a hemogenic gastruloid model.,"Ragusa Denise, Suen Chun Wai, Torregrosa Cortes Gabriel, Pastorino Fabio, Johns Ayona, Cicirò Ylenia, Dijkhuis Liza, van den Brink Susanne, Cilli Michele, Byrne Connor, Ionescu Giulia-Andreea, Cerveira Joana, Kranc Kamil R, Hernandez-Hernandez Victor, Ponzoni Mirco, Bigas Anna, Garcia-Ojalvo Jordi, Martínez Arias Alfonso, Pina Cristina",eLife,mouse,,,,"Current in vitro models of developmental blood formation lack spatio-temporal accuracy and weakly replicate successive waves of hematopoiesis. Herein, we describe a mouse embryonic stem cell (SC)-derived 3D hemogenic gastruloid (haemGx) that captures multi-wave blood formation, progenitor specification from hemogenic endothelium (HE), and generates hematopoietic progenitors capable of short-term engraftment of immunodeficient mice upon maturation in an in vivo niche. We took advantage of the haemGx model to interrogate the origins of infant acute myeloid leukemia (infAML). We focused on MNX1-driven leukemia, representing the commonest genetic abnormality unique to the infant group. Enforced MNX1 expression in haemGx promotes the expansion and in vitro transformation of yolk sac-like erythroid-myeloid progenitors at the HE-to-hematopoietic transition to faithfully recapitulate patient transcriptional signatures. By combining phenotypic, functional, and transcriptional profiling, including at the single-cell level, we establish the haemGx as a useful new model for the study of normal and leukemic embryonic hematopoiesis.",10.7554/eLife.102324,40932369,"Animals; Mice; Hematopoiesis; Leukemia, Myeloid, Acute; Humans; Infant; Mouse Embryonic Stem Cells; Transcription Factors; Hematopoietic Stem Cells; Disease Models, Animal; Hemangioblasts",12425479.0,gastruloid
2025,Derivation of cardiomyocyte-propelled motile aggregates from stem cells.,"Ho Christine, Glykofrydis Fokion, Godage Gaveen, Poon Kyle, Kunnan Minnal, Swedlund Benjamin, Murillo Sandra, Morsut Leonardo",bioRxiv : the preprint server for biology,mouse,,Germ layer specification; Self-organization,,"Robotics draws inspiration from biology, particularly animal locomotion based on muscle-driven contractions. While traditional engineering assembles components sequentially, locomotive animals are built via self-organized developmental programs. Stem cells, under the right conditions, can mimic these processes in vitro, offering a pathway to develop muscle-propelled biobots in a self-organized building process. Here, we demonstrate that existent cardiogenic gastruloid protocols can produce motile aggregates from mouse embryonic stem cells, although with very limited efficiency. We then identify a novel protocol that yields contractile aggregates with higher frequency and larger contractile areas. In this novel protocol, mesendoderm induction using TGF-beta ligands is followed by cardiogenic induction with FGFs and VEGF. Synthetic organizers further control contraction localization. Aggregates developed via this protocol show enhanced motility, marking a step forward towards building motile cardiobots from self-organized biological material. This strategy opens new possibilities for designing autonomous biobots and studying the evolution of muscle-powered movement of multicellular organisms and cardiovascular development.",10.1101/2025.07.09.663178,40672161,,12265712.0,gastruloid
2025,Gastrula-Premarked Posterior Enhancer Primes Posterior Tissue Development Through Cross-Talk with TGF-β Signaling Pathway.,"Chen Yingying, Tan Fengxiang, Fang Qing, Zhang Lin, Liao Jiaoyang, Shen Penglei, Qian Yun, Wen Mingzhu, Song Rui, Fu Yonggao, Xu He Jax, Wang Ran, Li Cheng, Shao Zhen, Li Jinsong, Jing Naihe, Yang Xianfa","Advanced science (Weinheim, Baden-Wurttemberg, Germany)",mouse,Nodal,Primitive streak / mesoderm induction; Germ layer specification,cripto,"The regulatory mechanisms governing cell fate determination, particularly lineage diversification during mammalian embryonic development, remain poorly understood with in-depth regulatory paradigms yet to be fully elucidated. Here, leveraging the epigenetic landscape of mouse gastrula, p-Enh is identified, an enhancer located within the first intron of Cdx2 and epigenetically pre-marked in the primitive streak region, as a pivotal regulator for posterior tissue development in mouse embryos. Morphological and single-cell transcriptomic analyses confirmed embryonic lethality phenotype with disrupted posterior tissue development trajectories in p-Enh-KO embryos. Molecularly, apart from regulating the neighboring coding-gene Cdx2 in cis, the findings suggest that p-Enh also modulates the global transcriptome and epigenomic landscape, which might through the transient production of eRNA in trans. Further investigation revealed p-Enh-derived eRNAs participate in the regulatory cascades of TGF-β signaling by directly interacting with SMAD4 protein. Combinatorial modulation of TGF-β signaling and p-Enh-eRNA abundance can largely rescue the posterior development deficiency in in vitro gastruloids through a Cdx2-independent mechanism. Thus, a potential model is proposed in which the broadly distributed p-Enh transcripts within the nucleus can serve as essential cross-modular coordinators, priming the posterior development of mouse embryo.",10.1002/advs.202500895,40583223,"Animals; Mice; Transforming Growth Factor beta; Signal Transduction; Gastrula; Gene Expression Regulation, Developmental; Embryonic Development; CDX2 Transcription Factor; Enhancer Elements, Genetic; Embryo, Mammalian",12463030.0,gastruloid
2025,Development of large-scale gastruloid array to identify aberrant developmental phenotypes.,"Jan Ian, Cearlock Andrew, Yang Min, Allbritton Nancy L",APL bioengineering,human,BMP,Experimental variability / robustness,noggin,"Adherent two-dimensional human gastruloids have provided insights into early human embryogenesis. Even though the model system is highly reproducible, no available automated technology can screen and sort large numbers of these near-millimeter-sized complex structures for large-scale assays. Here, we developed a microraft array-based technology to perform image-based assays of large numbers of fixed or living gastruloids and sort individual gastruloids for downstream assays, such as gene expression analysis. Arrays of 529 indexed magnetic microrafts each (789 µm side length) possessing flat surfaces were photopatterned with a central circular region (500 µm diameter) of extracellular matrix with an accuracy of 93 ± 1% to form a single gastruloid on each raft. An image analysis pipeline extracted features from transmitted light and fluorescence images of the gastruloids. The large microrafts were released and collected by an automated sorting system with efficiencies of 98 ± 4% and 99 ± 2%, respectively. The microraft array platform was used to assay individual euploid and aneuploid (possessing abnormal numbers of chromosomes) gastruloids with clear phenotypic differences. Aneuploid gastruloids displayed significantly less DNA/area than euploid gastruloids. However, even gastruloids with the same condition displayed significant heterogeneity. Both noggin (NOG) and keratin 7 (KRT7), two genes involved in spatial patterning within gastruloids, were upregulated in aneuploid relative to that in the euploid gastruloids. Moreover, relative NOG and KRT7 expressions were negatively correlated with DNA/area. The microraft arrays will empower novel screens of single gastruloids for a better understanding of key mechanisms underlying phenotypic differences between gastruloids.",10.1063/5.0269550,40502440,,12158465.0,gastruloid
2025,The Modulation of Cell Plasticity by Budesonide: Beyond the Metabolic and Anti-Inflammatory Actions of Glucocorticoids.,"Patriarca Eduardo Jorge, D'Aniello Cristina, De Cesare Dario, Cobellis Gilda, Minchiotti Gabriella",Pharmaceutics,human,Nodal,,cripto,"The synthetic cortisol analog budesonide (BUD) is an essential drug employed to manage chronic inflammatory diseases in humans, mainly those involving gastroenteric and airway mucosa, such as rhinitis, laryngitis, bronchitis, esophagitis, gastritis, and colitis, with high levels of success. As a glucocorticoid, BUD prevents the expression of pro-inflammatory cytokines/chemokines and the recruitment of immune cells into the inflamed mucosa. However, emerging evidence indicates that BUD, unlike classical glucocorticoids, is also a potent modulator of stem and cancer cell behavior/plasticity. Certainly, BUD stabilizes cell-cell adhesions, preventing embryonic stem cell differentiation and inhibiting the development of 3D gastruloids. In addition, BUD inhibits the motile/invasive propensity of different cancer cells, including breast, lung, and pancreatic cancer. Finally, it prevents the infection of positive single-stranded human-infecting RNA viruses such as SARS-CoV-2. At a molecular level, BUD induces epigenetic changes and modifies the transcriptome of epithelial, stem, and cancer cells, providing molecular support to the immune cell-independent activity of BUD. Here, we performed an in-depth review of these unexpected activities of BUD, identified by unbiased drug screening programs, and we emphasize the molecular mechanisms modulated by this efficacious drug that deserve further research.",10.3390/pharmaceutics17040504,40284499,,12030213.0,gastruloid
2025,Endogenous FGFs drive ERK-dependent cell fate patterning in 2D human gastruloids.,"Jo Kyoung, Liu Zong-Yuan, Patel Gauri, Yu Zhiyuan, Yao LiAng, Teague Seth, Johnson Craig, Spence Jason, Heemskerk Idse",bioRxiv : the preprint server for biology,both,FGF,Primitive streak / mesoderm induction; Germ layer specification,fgf2; fgf4; fgf8; fgfr,"The role of FGF is the least understood of the morphogens driving mammalian gastrulation. Here we investigated the function of FGF in a stem cell model for human gastrulation known as a 2D gastruloid. We found a ring of FGF-dependent ERK activity that closely follows the emergence of primitive streak (PS)-like cells but expands further inward. We showed that this ERK activity pattern is required for PS-like differentiation and that loss of PS-like cells upon FGF receptor inhibition can be rescued by directly activating ERK. We further demonstrated that the ERK-ring depends on localized activation of basolaterally positioned FGF receptors (FGFR) by endogenous FGF gradients. We confirmed and extended previous studies in analyzing expression of FGF pathway components, showing FGFR1 is the main receptor, FGF2 is highly expressed across several cell types, and FGF4/17 are the main FGF ligands expressed in the PS-like cells, similar to the human and monkey embryo but different from the mouse. We found that knockdown of FGF4 greatly reduced PS-like differentiation while FGF17 knockdown primarily affected subsequent mesoderm differentiation. FGF8 expression was spatially displaced from PS-markers and FGF4 expression and peaked earlier, while knockdown led to an expansion in PS-like cells, suggesting FGF8 may counteract FGF4 to limit PS-like differentiation. Thus, we have identified a previously unknown role for FGF-dependent ERK signaling in 2D gastruloids and possibly the human embryo, driven by a mechanism where FGF4 and FGF17 signal through basally localized FGFR1 to induce PS-like cells and their derivatives, potentially restricted by FGF8.",10.1101/2024.07.08.602611,39026750,,11257619.0,gastruloid
2025,Gastruloid patterning reflects division of labor among biased stem cell clones.,"Ayyappan Vinay, Triandafillou Catherine G, Sarma Kavitha, Raj Arjun",bioRxiv : the preprint server for biology,unspecified,Nodal,Elongation; Experimental variability / robustness,cripto,"Embryonic development typically requires precise coordination among cells to achieve reproducible outcomes, leading to the assumption that cellular heterogeneity must be minimized or buffered against. Using fluorescence-based lineage tracing in combination with spatial transcriptomics, we show that, in the gastruloid model of early development, pre-existing heterogeneity promotes proper axial organization through division of labor among stem cell clones. Individual clones isolated from a common population exhibit consistent spatial propensities for anterior or posterior fates. While pure clones generate elongated structures less frequently than a polyclonal population, mixing clones restores proper axial elongation. Spatial transcriptomics reveals that pure clones show disrupted gene expression with inappropriate coexpression of anterior and posterior markers, while clone combinations restore proper spatial organization. Using RNA-seq, ATAC-seq, and perturbations to key developmental signaling pathways, we further profile differences among clones and suggest a model whereby developmental precision emerges from the coordinated action of intrinsically biased clonal populations.",10.1101/2025.07.12.664536,40791385,,12338665.0,gastruloid
2025,Optogenetic Rescue Reveals Spatiotemporal Rules of Germ-Layer Patterning.,"Baxter Naomi, Piscopio Robert, Rufo Joseph, Han Dasol, Whitehead Isobel, Dhillon Jasmine, Dey Siddharth S, Wilson Maxwell Z",bioRxiv : the preprint server for biology,human,Wnt; BMP,Germ layer specification,bmp4; wnt,"Embryonic cells must interpret morphogen signals that vary in both time and space, but the rules by which they decode these dynamics remain unclear. Here we combine optogenetics with human 2D gastruloids to define minimal WNT signaling rules for germ-layer patterning. We block endogenous WNT secretion to create a ""blank canvas"" and reconstitute signaling using light-gated LRP6. Systematic temporal scans reveal a narrow competence window when the onset and duration of WNT signaling specify mesoderm; this window is shifted by cell density and amplified by BMP priming, whereas identical WNT inputs outside it invert germ-layer order or generate alternative mesodermal subtypes. Using micromirror-based illumination, we restricted WNT activation to a mid-ring during this temporal window; combined with BMP4, this fully restored germ layer domains with boundaries sharper than those generated by ligand stimulation. Thus, precise spatiotemporal control of a single pathway is sufficient to optically rebuild germ-layer architecture and reveals WNT as a temporal morphogen.",10.64898/2025.12.08.693069,41427418,,12713756.0,gastruloid
2025,"Embryotoxicity analysis of anti-arrhythmia drugs amiodarone, dronedarone, and their metabolites using 3D gastruloid models.","Kurashima Courtney Kehaulani, Marikawa Yusuke","Reproductive toxicology (Elmsford, N.Y.)",both,Nodal; Retinoic acid,Elongation,cripto; retinoic acid,"Amiodarone and dronedarone are anti-arrhythmic drugs that are structurally related but differ in iodine content. Although contraindicated during pregnancy due to suspected embryotoxicity based on animal studies, their mechanisms of action and relevance to human development remain unclear. Here, we used gastruloids - 3D aggregates of mouse or human pluripotent stem cells that recapitulate axial elongation morphogenesis of early embryos - to investigate their developmental effects. In mouse gastruloids, both drugs and their major metabolites impaired growth and elongation at 1.5 - 3.0 µM. They also altered expression of genes involved in somite segmentation and retinoic acid biosynthesis. Notably, dronedarone down-regulated additional genes, and only amiodarone's morphological effects were alleviated by retinoic acid supplementation, suggesting distinct mechanisms of action. In human gastruloids, dronedarone induced abnormal convoluted morphology and disrupted gene expression at concentrations as low as 0.05 µM, whereas amiodarone showed effects at 2.0 µM, indicating greater sensitivity of the human model to dronedarone. Transcriptomic analyses revealed both overlapping and distinct gene expression changes between the two drugs. These results demonstrate that gastruloid-based assays can detect adverse effects of amiodarone and dronedarone at clinically relevant concentrations, as therapeutic plasma levels are approximately 1.3 - 2.6 µM for amiodarone and 0.15 - 0.30 µM for dronedarone. The study also provided mechanistic and human-relevant insights not attainable through traditional animal testing. Our findings underscore the utility of stem cell-based models for assessing human developmental toxicity, and support their use in evaluating safer alternatives for anti-arrhythmic therapy during pregnancy.",10.1016/j.reprotox.2025.109070,41005443,"Amiodarone; Anti-Arrhythmia Agents; Humans; Dronedarone; Animals; Mice; Teratogens; Pluripotent Stem Cells; Gene Expression Regulation, Developmental; Embryo, Mammalian; Embryonic Development",12662635.0,gastruloid
2025,Cooperative short- and long-range interactions enable robust symmetry breaking and axis formation.,"Guan Guoye, Wang Suxuan, Shields T Glenn, Pahng Seong Ho, Shao Claire Xinyu, Ye Juns, Budjan Christoph, Hormoz Sahand",bioRxiv : the preprint server for biology,mammalian,,AP axis / symmetry breaking; Inside-outside / radial patterning; Self-organization; Experimental variability / robustness,,"The establishment of the anterior-posterior (A-P) axis is the first symmetry-breaking event in mammalian development, transforming initially uniform cell populations into a polarized body plan. Gastruloids, aggregates of embryonic stem cells, recapitulate this transition by reproducibly forming a posterior primitive-streak-like pole. To investigate the underlying physical principles, we constructed a coarse-grained agent-based model representing two radially differentiated cell populations - outer/peripheral and inner/core - interacting via short-range adhesion/surface tension and optional long-range, chemotaxis-like forces. Systematic exploration of this morphogenetic landscape revealed that adhesion alone cannot robustly generate a single axis, often leading to weak or unstable asymmetries. By contrast, introducing long-range attraction among peripheral cells markedly broadened the parameter space for robust symmetry breaking, yielding high morphological asymmetry with minimal cell loss. We further implement a minimal, modular gene regulatory network that partitions cells into outer vs. inner states and gates adhesion and peripheral long-range attraction, converting an inside-outside bias into a stable axis. To facilitate further exploration, we developed <i>DevSim</i>, a user-friendly platform for simulating coupled genetic-mechanical rules in multicellular systems. Our results suggest that cooperative short- and long-range interactions are necessary design principles for reliable A-P axis formation in gastruloids and provide a framework for dissecting and engineering self-organizing developmental systems.",10.1101/2025.09.27.678924,41256695,,12621816.0,gastruloid
2025,ETVs dictate hPSC differentiation by tuning biophysical properties.,"Ziojła Natalia M, Socha Magdalena, Guerra M Cecilia, Kizewska Dorota, Blaszczyk Katarzyna, Urbaniak Edyta, Henry Sara, Grabowska Malgorzata, Niakan Kathy K, Warmflash Aryeh, Borowiak Malgorzata",Nature communications,human,,Germ layer specification,,"Stem cells maintain a dynamic dialog with their niche, integrating biochemical and biophysical cues to modulate cellular behavior. Yet, the transcriptional networks that regulate cellular biophysical properties remain poorly defined. Here, we leverage human pluripotent stem cells (hPSCs) and two morphogenesis models - gastruloids and pancreatic differentiation - to establish ETV transcription factors as critical regulators of biophysical parameters and lineage commitment. Genetic ablation of ETV1 or ETV1/ETV4/ETV5 in hPSCs enhances cell-cell and cell-ECM adhesion, leading to aberrant multilineage differentiation including disrupted germ-layer organization, ectoderm loss, and extraembryonic cell overgrowth in gastruloids. Furthermore, ETV1 loss abolishes pancreatic progenitor formation. Single-cell RNA sequencing and follow-up assays reveal dysregulated mechanotransduction via the PI3K/AKT signaling. Our findings highlight the importance of transcriptional control over cell biophysical properties and suggest that manipulating these properties may improve in vitro cell and tissue engineering strategies.",10.1038/s41467-025-56591-6,40011454,"Humans; Cell Differentiation; Transcription Factors; Pluripotent Stem Cells; DNA-Binding Proteins; Mechanotransduction, Cellular; Cell Lineage; Animals; Pancreas; Biophysical Phenomena; Signal Transduction; Phosphatidylinositol 3-Kinases; Cell Adhesion; Mice",11865489.0,gastruloid
2025,Non-cell-autonomous control of mouse gastruloid development by the ultra-conserved lncRNA T-UCstem1.,"Coppola Arianna, Amoroso Filomena, Saracino Federica, Andolfi Gennaro, Sozzi Edoardo, Salerno Paolo, Zoppoli Pietro, Fiorenzano Alessandro, Merla Giuseppe, Patriarca Eduardo Jorge, Minchiotti Gabriella, Fico Annalisa",The EMBO journal,mouse,Wnt; Nodal,AP axis / symmetry breaking,cripto; wnt,"The role of long non-coding RNAs (lncRNAs) in early mammalian embryogenesis remains unclear due to the complexity of the regulatory mechanisms involving lncRNAs and the limited availability of embryo samples. Stem cell-based models, such as mouse gastruloids, provide new ways to address these challenges. Here, we investigate the function of ultra-conserved lncRNA T-UCstem1 in mammalian body plan formation. Combining morphological and immunofluorescence imaging analyses with bulk and single-cell transcriptomics, we provide evidence indicating that T-UCstem1 is important for mouse gastruloid development and anteroposterior axis extension. T-UCstem1 depletion in gastruloids results in their aberrant development, with defects in the expression of differentiation markers and persistence of pluripotency gene expression. Our single-cell analyses reveal higher levels of cellular heterogeneity in T-UCstem1-knockdown gastruloids. The presence of cell populations co-expressing pluripotency and differentiation markers points to an important role of T-UCstem1 in the establishment and maintenance of cell identity. Mechanistically, we show that T-UCstem1 acts in a non-cell-autonomous manner through regulation of the Dickkopf-related protein 1 (DKK1)-dependent WNT pathway. Our study identifies a new role for an ultra-conserved lncRNA in gastruloid development and highlights gastruloids as a model system for studying lncRNAs in early development.",10.1038/s44318-025-00558-2,41174250,"Animals; RNA, Long Noncoding; Mice; Gene Expression Regulation, Developmental; Cell Differentiation; Gastrula; Embryonic Development",12706062.0,gastruloid
